ISCO 08 Code,ISEI value,Title DE/FR
3410,45.0,"DE: Nicht akademische juristische, sozialpflegerische und religiöse Berufe
FR: Professions intermédiaires des services juridiques, des services sociaux et des religions"
3411,52.0,"DE: Nicht akademische Fachkräfte für Rechts- und verwandte Angelegenheiten
FR: Professions juridiques intermédiaires et assimilées"
3412,42.0,"DE: Nicht akademische sozialpflegerische Fachkräfte
FR: Professions intermédiaires du travail social"
3413,31.0,"DE: Ordensbrüder/-schwestern und Seelsorgehelfer
FR: Professions intermédiaires des religions"
3420,46.0,"DE: Fachkräfte im Bereich Sport und Fitness
FR: Travailleurs du secteur des sports et des activités de remise en forme"
3421,46.0,"DE: Athleten und Berufssportler
FR: Athlètes et sportifs de compétition"
3422,46.0,"DE: Sportlehrer, Sporttrainer und Sportfunktionäre
FR: Entraîneurs sportifs et arbitres de sport"
3423,46.0,"DE: Trainer und Betreuer im Bereich Fitness und Erholung
FR: Instructeurs et animateurs de programmes, loisirs et activités de remise en forme"
3430,47.0,"DE: Fachkräfte in Gestaltung und Kultur sowie Küchenchefs
FR: Professions intermédiaires de la culture, de la création artistique et des activités culinaires"
3431,50.0,"DE: Fotografen
FR: Photographes"
3432,47.0,"DE: Raumgestalter und Dekorateure
FR: Décorateurs et designers d’intérieurs"
3433,47.0,"DE: Fachkräfte in Kunstgalerien, Museen und Bibliotheken
FR: Techniciens de galeries d’art, de musées et de bibliothèques"
3434,47.0,"DE: Küchenchefs
FR: Chefs cuisiniers"
3435,45.0,"DE: Sonstige Fachkräfte in Gestaltung und Kultur
FR: Autres professions intermédiaires de la culture et de la création artistique"
3500,57.0,"DE: Informations- und Kommunikationstechniker
FR: Techniciens de l’information et des communications"
3510,58.0,"DE: Techniker für den Betrieb von Informations- und Kommunikationstechnologie und für die Anwenderbetreuung
FR: Techniciens, opérations et soutien aux utilisateurs des technologies de l’information et des communications"
3511,56.0,"DE: Techniker für den Betrieb von Informations- und Kommunikationstechnologie
FR: Techniciens des technologies de l’information et des communications, opérations"
3512,60.0,"DE: Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie
FR: Techniciens des technologies de l’information et des communications, soutien aux utilisateurs"
3513,50.0,"DE: Techniker für Computernetzwerke und -systeme
FR: Techniciens, réseaux et systèmes d’ordinateurs"
3514,50.0,"DE: Webmaster
FR: Techniciens de l’internet"
3520,46.0,"DE: Telekommunikations- und Rundfunktechniker
FR: Techniciens des télécommunications et de la radiodiffusion"
3521,46.0,"DE: Techniker für Rundfunk und audiovisuelle Medien
FR: Techniciens de radiotélévision et d’enregistrement audiovisuel"
3522,46.0,"DE: Telekommunikationstechniker
FR: Techniciens de télécommunications"
4000,41.0,"DE: Bürokräfte und verwandte Berufe
FR: Employés de type administratif"
4100,41.0,"DE: Allgemeine Büro- und Sekretariatskräfte
FR: Employés de bureau"
4110,41.0,"DE: Allgemeine Bürokräfte
FR: Employés de bureau, fonctions générales"
4120,42.0,"DE: Sekretariatskräfte (allgemein)
FR: Secrétaires (fonctions générales)"
4130,39.0,"DE: Schreibkräfte und Datenerfasser
FR: Opérateurs sur clavier"
4131,42.0,"DE: Schreibkräfte und Bediener von Textverarbeitungsanlagen
FR: Dactylographes et opérateurs de traitement de texte"
4132,36.0,"DE: Datenerfasser
FR: Opérateurs sur clavier numérique"
4200,40.0,"DE: Bürokräfte mit Kundenkontakt
FR: Employés de réception, guichetiers et assimilés"
4210,44.0,"DE: Schalterbedienstete, Inkassobeauftragte und verwandte Berufe
FR: Guichetiers, encaisseurs et assimilés"
4211,44.0,"DE: Bank- und andere Schalterbedienstete
FR: Guichetiers de banque et assimilés"
4212,46.0,"DE: Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele
FR: Croupiers et assimilés dans le secteur des jeux de hasard"
4213,70.0,"DE: Pfandleiher und Geldverleiher
FR: Prêteurs sur gages et bailleurs de fonds"
4214,46.0,"DE: Inkassobeauftragte und verwandte Berufe
FR: Encaisseurs et assimilés"
4220,37.0,"DE: Berufe im Bereich Kundeninformation
FR: Employés chargés d’informer la clientèle"
4221,42.0,"DE: Reiseverkehrsfachkräfte
FR: Consultants et employés d’agence de voyages"
4222,37.0,"DE: Kundeninformationsfachkräfte in Call Centers
FR: Employés de centre d’appel"
4223,34.0,"DE: Telefonisten
FR: Téléphonistes-standardistes"
4224,37.0,"DE: Hotelrezeptionisten
FR: Réceptionnistes, hôtellerie"
4225,37.0,"DE: Auskunftspersonal
FR: Employés, service d’information"
4226,37.0,"DE: Empfangskräfte (allgemein)
FR: Réceptionnistes (fonctions générales)"
4227,37.0,"DE: Interviewer im Bereich Umfragen und Marktforschung
FR: Intervieweurs, enquêtes et études de marché"
4229,37.0,"DE: Berufe im Bereich Kundeninformation, anderweitig nicht genannt
FR: Employés chargés d’informer la clientèle non classés ailleurs"
4300,43.0,"DE: Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
FR: Employés des services comptables et d’approvisionnement"
4310,47.0,"DE: Bürokräfte im Finanz- und Rechnungswesen und in der Statistik
FR: Employés des services comptables et financiers"
4311,45.0,"DE: Bürokräfte im Rechnungswesen und in der Buchhaltung
FR: Aides comptables et teneurs de livres"
4312,52.0,"DE: Bürokräfte in der Statistik, im Finanz- und Versicherungswesen
FR: Employés de services statistiques ou financiers"
4313,47.0,"DE: Bürokräfte in der Lohnbuchhaltung
FR: Commis, service de paie"
4320,38.0,"DE: Bürokräfte im Bereich Materialwirtschaft und Transport und verwandte Berufe
FR: Employés d’approvisionnement, d’ordonnancement et des transports"
4321,36.0,"DE: Fachkräfte in der Lagerwirtschaft
FR: Employés du service des stocks"
4322,41.0,"DE: Bürokräfte in der Material- und Fertigungsplanung und verwandte Berufe
FR: Employés du service d’ordonnancement de la production"
4323,41.0,"DE: Bürokräfte in der Transportwirtschaft und verwandte Berufe
FR: Employés du service des transports"
4400,40.0,"DE: Sonstige Bürokräfte und verwandte Berufe
FR: Autres employés de type administratif"
4410,40.0,"DE: Sonstige Bürokräfte und verwandte Berufe
FR: Autres employés de type administratif"
4411,42.0,"DE: Bibliotheksassistenten
FR: Employés de bibliothèque"
4412,32.0,"DE: Postverteiler und -sortierer
FR: Employés de service du courrier"
4413,42.0,"DE: Kodierer, Korrekturleser und verwandte Bürokräfte
FR: Codeurs, correcteurs d’épreuves et assimilés"
4414,45.0,"DE: Schreiber und verwandte Arbeitskräfte
FR: Écrivains publics et assimilés"
4415,40.0,"DE: Bürokräfte für Registratur und Dokumentation
FR: Classeurs-archivistes"
4416,40.0,"DE: Bürokräfte im Personalwesen
FR: Employés, service du personnel"
4419,40.0,"DE: Bürokräfte und verwandte Berufe, anderweitig nicht genannt
FR: Employés administratifs non classés ailleurs"
5000,31.0,"DE: Dienstleistungsberufe und Verkäufer
FR: Personnel des services directs aux particuliers, commerçants et vendeurs"
5100,30.0,"DE: Berufe im Bereich personenbezogener Dienstleistungen
FR: Personnel des services directs aux particuliers"
5110,42.0,"DE: Reisebegleiter, Schaffner und Reiseleiter
FR: Agents d’accompagnement et assimilés (transports et tourisme)"
5111,44.0,"DE: Reisebegleiter und Stewards
FR: Agents d’accueil et stewards"
5112,40.0,"DE: Schaffner
FR: Contrôleurs et receveurs de transports publics"
5113,41.0,"DE: Reiseleiter/Fremdenführer
FR: Guides"
5120,27.0,"DE: Köche
FR: Cuisiniers"
5130,29.0,"DE: Kellner und Barkeeper
FR: Serveurs et barmen"
5131,28.0,"DE: Kellner
FR: Serveurs"
5132,30.0,"DE: Barkeeper
FR: Barmen"
5140,32.0,"DE: Friseure, Kosmetiker und verwandte Berufe
FR: Coiffeurs, esthéticiens et assimilés"
5141,32.0,"DE: Friseure
FR: Coiffeurs"
5142,32.0,"DE: Kosmetiker und verwandte Berufe
FR: Esthéticiens et assimilés"
5150,29.0,"DE: Hauswarte und Hauswirtschaftsleiter
FR: Intendants, gouvernantes et concierges"
5151,33.0,"DE: Reinigungs- und Hauswirtschaftsleiter in Büros, Hotels und anderen Einrichtungen
FR: Intendants et superviseurs des services de nettoyage de bureaux, des hôtels et d’autres établissements"
5152,33.0,"DE: Hauswirtschafter in Privathaushalten
FR: Gouvernantes et intendants à domicile"
5153,26.0,"DE: Hauswarte
FR: Concierges"
5160,33.0,"DE: Sonstige Berufe im Bereich personenbezogener Dienstleistungen
FR: Autre personnel des services directs aux particuliers"
5161,43.0,"DE: Astrologen, Wahrsager und verwandte Berufe
FR: Astrologues, diseurs de bonne aventure et assimilés"
5162,24.0,"DE: Gesellschafter und Zofen/Kammerdiener
FR: Personnel de compagnie et valets de chambre"
5163,37.0,"DE: Bestatter und Einbalsamierer
FR: Agents de pompes funèbres et embaumeurs"
5164,33.0,"DE: Tierpfleger und -betreuer
FR: Toiletteurs et gardiens d’animaux"
5165,33.0,"DE: Fahrschullehrer
FR: Moniteurs d’auto-école"
5169,34.0,"DE: Berufe im Bereich personenbezogener Dienstleistungen, anderweitig nicht genannt
FR: Personnel des services directs aux particuliers, non classé ailleurs"
5200,33.0,"DE: Verkaufskräfte
FR: Commerçants et vendeurs"
5210,28.0,"DE: Straßen- und Marktverkäufer
FR: Vendeurs sur les marchés et vendeurs ambulants de comestibles"
5211,31.0,"DE: Verkaufsstand- und Marktverkäufer
FR: Vendeurs à l’étal et sur les marchés"
5212,23.0,"DE: Straßenverkäufer von Lebensmitteln
FR: Vendeurs ambulants de comestibles"
5220,33.0,"DE: Verkaufskräfte in Handelsgeschäften
FR: Commerçants et vendeurs, magasins"
5221,45.0,"DE: Leiter eines Einzelhandelsgeschäftes
FR: Commerçants, magasins"
5222,40.0,"DE: Verkaufsaufsichtskräfte in Handelsgeschäften
FR: Superviseurs, magasins"
5223,31.0,"DE: Verkäufer und Verkaufshilfskräfte in Handelsgeschäften
FR: Vendeurs, magasin"
5230,31.0,"DE: Kassierer und Kartenverkäufer
FR: Caissiers et billettistes"
5240,35.0,"DE: Sonstige Verkaufskräfte
FR: Autres vendeurs"
5241,37.0,"DE: Mannequins/Dressmen und sonstige Modelle
FR: Mannequins et autres modèles"
5242,41.0,"DE: Produktvorführer
FR: Démonstrateurs en magasin"
5243,34.0,"DE: Haustürverkäufer
FR: Vendeurs au porte-à-porte"
5244,35.0,"DE: Telefonverkäufer
FR: Télévendeurs"
5245,17.0,"DE: Tankwarte
FR: Pompistes"
5246,25.0,"DE: Imbissverkäufer
FR: Commis au comptoir, restauration rapide"
5249,25.0,"DE: Verkaufskräfte, anderweitig nicht genannt
FR: Vendeurs non classés ailleurs"
5300,26.0,"DE: Betreuungsberufe
FR: Personnel soignant"
5310,26.0,"DE: Kinder- und Lernbetreuer
FR: Gardes d’enfants et aides-enseignants"
5311,26.0,"DE: Kinderbetreuer
FR: Gardes d’enfants"
5312,38.0,"DE: Lernbetreuer
FR: Aides-enseignants"
5320,27.0,"DE: Betreuungsberufe im Gesundheitswesen
FR: Aides-soignants"
5321,28.0,"DE: Pflegehelfer
FR: Aides-soignants en institution"
5322,24.0,"DE: Haus- und Familienpfleger
FR: Aides-soignants à domicile"
5329,26.0,"DE: Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt
FR: Personnel soignant et assimilé, non classé ailleurs"
5400,40.0,"DE: Schutzkräfte und Sicherheitsbedienstete
FR: Personnel des services de protection et de sécurité"
5410,40.0,"DE: Schutzkräfte und Sicherheitsbedienstete
FR: Personnel des services de protection et de sécurité"
5411,49.0,"DE: Feuerwehrleute
FR: Pompiers"
5412,53.0,"DE: Polizisten (ohne Polizeikommissare)
FR: Agents de police"
5413,49.0,"DE: Gefängnisaufseher
FR: Gardiens de prison"
5414,27.0,"DE: Sicherheitswachpersonal
FR: Agents de sécurité"
5419,38.0,"DE: Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt
FR: Personnel des services de protection et de sécurité, non classé ailleurs"
6000,18.0,"DE: Fachkräfte in Land- und Forstwirtschaft und Fischerei
FR: Agriculteurs et ouvriers qualifiés de l’agriculture, de la sylviculture et de la pêche"
6100,18.0,"DE: Fachkräfte in der Landwirtschaft
FR: Agriculteurs et ouvriers qualifiés de l’agriculture commerciale"
6110,18.0,"DE: Gärtner und Ackerbauern
FR: Agriculteurs et ouvriers qualifiés, cultures commerciales"
6111,16.0,"DE: Ackerbauern und Gemüseanbauer
FR: Agriculteurs et ouvriers qualifiés, cultures de plein champ"
6112,21.0,"DE: Baum- und Strauchfrüchteanbauer
FR: Arboriculteurs et ouvriers qualifiés de l’arboriculture"
6113,24.0,"DE: Gärtner, Saat- und Pflanzenzüchter
FR: Agriculteurs et ouvriers qualifiés de l’horticulture et des pépinières"
6114,14.0,"DE: Fachkräfte in der Mischkulturlandwirtschaft
FR: Agriculteurs et ouvriers qualifiés, cultures diversifiées"
6120,24.0,"DE: Tierhalter
FR: Éleveurs et ouvriers qualifiés de l’élevage commercial et assimilés"
6121,23.0,"DE: Nutztierhalter (ohne Geflügel) und Milchproduzenten
FR: Éleveurs et ouvriers qualifiés de l’élevage de bétail"
6122,20.0,"DE: Geflügelhalter
FR: Aviculteurs et ouvriers qualifiés de l’aviculture"
6123,29.0,"DE: Imker und Seidenraupenzüchter
FR: Apiculteurs, sériciculteurs et ouvriers qualifiés de l’apiculture et de la sériciculture"
6129,27.0,"DE: Tierhalter, anderweitig nicht genannt
FR: Éleveurs et ouvriers qualifiés de l’élevage commercial et assimilés, non classés ailleurs"
6130,18.0,"DE: Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)
FR: Agriculteurs et ouvriers qualifiés des cultures et de l’élevage à but commercial"
6200,24.0,"DE: Fachkräfte in Forstwirtschaft, Fischerei und Jagd — Marktproduktion
FR: Professions commerciales qualifiées de la sylviculture, de la pêche et de la chasse"
6210,26.0,"DE: Forstarbeitskräfte und verwandte Berufe
FR: Professions de la sylviculture et assimilées"
6220,21.0,"DE: Fischer, Jäger und Fallensteller
FR: Pêcheurs, chasseurs et trappeurs"
6221,18.0,"DE: Fachkräfte im Bereich Aquakultur
FR: Aquaculteurs et ouvriers de l’aquaculture"
6222,19.0,"DE: Binnen- und Küstenfischer
FR: Pêcheurs de la pêche côtière et en eaux intérieures"
6223,35.0,"DE: Hochseefischer
FR: Pêcheurs de la pêche en haute mer"
6224,10.0,"DE: Jäger und Fallensteller
FR: Chasseurs et trappeurs"
6300,10.0,"DE: Landwirte, Fischer, Jäger und Sammler für den Eigenbedarf
FR: Agriculteurs, pêcheurs, chasseurs et cueilleurs de subsistance"
6310,10.0,"DE: Ackerbauern für den Eigenbedarf
FR: Agriculteurs, subsistance"
6320,10.0,"DE: Nutztierhalter für den Eigenbedarf
FR: Éleveurs de bétail, subsistance"
6330,10.0,"DE: Ackerbauern und Nutztierhalter (ohne ausgeprägten Schwerpunkt) für den Eigenbedarf
FR: Agriculteurs et éleveurs, subsistance"
6340,10.0,"DE: Fischer, Jäger, Fallensteller und Sammler für den Eigenbedarf
FR: Pêcheurs, chasseurs, trappeurs et cueilleurs, subsistance"
7000,35.0,"DE: Handwerks- und verwandte Berufe
FR: Métiers qualifiés de l’industrie et de l’artisanat"
7100,34.0,"DE: Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
FR: Métiers qualifiés du bâtiment et assimilés, sauf électriciens"
7110,34.0,"DE: Baukonstruktions- und verwandte Berufe
FR: Métiers qualifiés du bâtiment (gros œuvre) et assimilés"
7111,40.0,"DE: Rohbaufacharbeiter im Hochbau
FR: Constructeurs de maisons"
7112,32.0,"DE: Maurer und verwandte Berufe
FR: Maçons"
7113,31.0,"DE: Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer
FR: Fendeurs et tailleurs de pierre"
7114,32.0,"DE: Betonierer, Betonoberflächenfertiger und verwandte Berufe
FR: Constructeurs en béton armé, maçons ragréeurs et assimilés"
7115,33.0,"DE: Zimmerleute und Bautischler
FR: Charpentiers en bois et menuisiers du bâtiment"
7119,35.0,"DE: Baukonstruktions- und verwandte Berufe, anderweitig nicht genannt
FR: Métiers qualifiés du bâtiment (gros œuvre) et assimilés non classés ailleurs"
7120,36.0,"DE: Ausbaufachkräfte und verwandte Berufe
FR: Métiers qualifiés du bâtiment (finitions) et assimilés"
7121,36.0,"DE: Dachdecker
FR: Couvreurs et zingueurs"
7122,35.0,"DE: Boden- und Fliesenleger
FR: Poseurs de revêtements de sol et carreleurs"
7123,29.0,"DE: Stuckateure
FR: Plâtriers"
7124,39.0,"DE: Isolierer
FR: Monteurs en isolation thermique et acoustique"
7125,33.0,"DE: Glaser
FR: Vitriers"
7126,38.0,"DE: Bauspengler und Sanitär- und Heizungsinstallateure
FR: Plombiers et tuyauteurs"
7127,38.0,"DE: Klima- und Kälteanlagenbauer
FR: Mécaniciens-installateurs réfrigération et climatisation"
7130,34.0,"DE: Maler, Gebäudereiniger und verwandte Berufe
FR: Ouvriers peintres, ravaleurs de façades et assimilés"
7131,33.0,"DE: Maler und verwandte Berufe
FR: Peintres en bâtiment et poseurs de papiers peints"
7132,34.0,"DE: Lackierer und verwandte Berufe
FR: Laqueurs, vernisseurs et assimilés"
7133,48.0,"DE: Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer
FR: Ravaleurs de façades et ramoneurs"
7200,38.0,"DE: Metallarbeiter, Mechaniker und verwandte Berufe
FR: Métiers qualifiés de la métallurgie, de la construction mécanique et assimilés"
7210,37.0,"DE: Blechkaltverformer, Baumetallverformer, Former (für Metallguss), Schweißer und verwandte Berufe
FR: Mouleurs de fonderie, soudeurs, tôliers-chaudronniers, monteurs de charpentes métalliques et assimilés"
7211,38.0,"DE: Former und Kernmacher (für Metallguss)
FR: Mouleurs et noyauteurs de fonderie"
7212,37.0,"DE: Schweißer und Brennschneider
FR: Soudeurs et oxycoupeurs"
7213,36.0,"DE: Blechkaltverformer
FR: Tôliers-chaudronniers"
7214,38.0,"DE: Baumetallverformer und Metallbauer
FR: Charpentiers métalliers et monteurs de charpentes métalliques"
7215,26.0,"DE: Verspannungsmonteure und Seilspleißer
FR: Gréeurs et épisseurs de câbles"
7220,38.0,"DE: Grobschmiede, Werkzeugmechaniker und verwandte Berufe
FR: Forgerons, outilleurs et assimilés"
7221,34.0,"DE: Grobschmiede, Hammerschmiede und Schmiedepresser
FR: Forgerons, estampeurs et conducteurs de presses à forger"
7222,40.0,"DE: Werkzeugmechaniker und verwandte Berufe
FR: Outilleurs et assimilés"
7223,36.0,"DE: Werkzeugmaschineneinrichter und -bediener
FR: Régleurs et conducteurs de machines-outils"
7224,41.0,"DE: Metallpolierer, Rundschleifer und Werkzeugschärfer
FR: Meuleurs, polisseurs et affûteurs"
7230,39.0,"DE: Maschinenmechaniker und -schlosser
FR: Mécaniciens et réparateurs de machines"
7231,38.0,"DE: Kraftfahrzeugmechaniker und -schlosser
FR: Mécaniciens et réparateurs de véhicules à moteur"
7232,54.0,"DE: Flugmotorenmechaniker und -schlosser
FR: Mécaniciens et réparateurs de moteurs d’avion"
7233,38.0,"DE: Landmaschinen- und Industriemaschinenmechaniker und -schlosser
FR: Mécaniciens et réparateurs de machines agricoles et industrielles"
7234,26.0,"DE: Fahrradmechaniker und verwandte Berufe
FR: Réparateurs de bicyclettes et assimilés"
7300,33.0,"DE: Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe
FR: Métiers qualifiés de l’artisanat et de l’imprimerie"
7310,31.0,"DE: Präzisionshandwerker und kunsthandwerkliche Berufe
FR: Métiers de l’artisanat"
7311,38.0,"DE: Präzisionsinstrumentenmacher und -instandsetzer
FR: Mécaniciens-réparateurs d’instruments de précision"
7312,42.0,"DE: Musikinstrumentenbauer und -stimmer
FR: Facteurs et accordeurs d’instruments de musique"
7313,36.0,"DE: Schmuckwarenhersteller und Edelmetallbearbeiter
FR: Joailliers et orfèvres"
7314,29.0,"DE: Keramiker und verwandte Berufe
FR: Potiers et assimilés (produits céramiques et abrasifs)"
7315,35.0,"DE: Glasmacher, -schneider, -schleifer und -veredler
FR: Souffleurs, mouleurs, tailleurs, meuleurs et polisseurs de verre"
7316,30.0,"DE: Schildermaler, Dekormaler, Graveure und Ätzer
FR: Peintres d’enseignes, peintres-décorateurs et graveurs"
7317,33.0,"DE: Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien
FR: Métiers de l’artisanat sur bois et sur des matériaux similaires"
7318,25.0,"DE: Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien
FR: Métiers de l’artisanat sur textile, sur cuir et sur des matériaux similaires"
7319,34.0,"DE: Kunsthandwerkliche Berufe, anderweitig nicht genannt
FR: Métiers de l’artisanat non classés ailleurs"
7320,36.0,"DE: Druckhandwerker
FR: Métiers de l’imprimerie"
7321,38.0,"DE: Techniker in der Druckvorstufe
FR: Compositeurs et préparateurs en forme imprimante et assimilés"
7322,37.0,"DE: Drucker
FR: Imprimeurs"
7323,34.0,"DE: Berufe in der Druckweiterverarbeitung und Buchbinder
FR: Relieurs et assimilés"
7400,43.0,"DE: Elektriker- und Elektroniker
FR: Métiers de l’électricité et de l’électrotechnique"
7410,43.0,"DE: Elektroinstallateure und -mechaniker
FR: Installateurs et réparateurs, équipements électriques"
7411,43.0,"DE: Bauelektriker und verwandte Berufe
FR: Électriciens du bâtiment et assimilés"
7412,42.0,"DE: Elektromechaniker und verwandte Berufe
FR: Mécaniciens et ajusteurs d’appareils électriques"
7413,43.0,"DE: Elektroleitungsinstallateure und Wartungspersonal
FR: Monteurs et réparateurs de lignes électriques"
7420,44.0,"DE: Installateure und Mechaniker für Elektronik und Telekommunikationstechnik
FR: Monteurs et réparateurs, électronique et télécommunications"
7421,45.0,"DE: Elektroniker und Elektronik-Servicetechniker
FR: Mécaniciens et réparateurs d’appareils électroniques"
7422,41.0,"DE: Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik
FR: Monteurs et réparateurs, technologies de l’information et des communications"
7500,27.0,"DE: Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
FR: Métiers de l’alimentation, du travail sur bois, de l’habillement et autres métiers qualifiés de l’industrie et de l’artisanat"
7510,29.0,"DE: Berufe in der Nahrungsmittelverarbeitung und verwandte handwerkliche Fachkräfte
FR: Métiers qualifiés de l’alimentation et assimilés"
7511,29.0,"DE: Fleischer, Fischhändler und -verarbeiter und verwandte Berufe
FR: Bouchers, poissonniers et assimilés"
7512,29.0,"DE: Bäcker, Konditoren und Konfektmacher
FR: Boulangers, pâtissiers et confiseurs"
7513,34.0,"DE: Molkerei- und Käsereifachkräfte
FR: Fabricants des produits laitiers"
7514,24.0,"DE: Obst- und Gemüsekonservierer und verwandte Berufe
FR: Conserveurs de fruits, de légumes et assimilés"
7515,32.0,"DE: Nahrungsmittel- und Getränkekoster und -klassierer
FR: Dégustateurs et classeurs de denrées alimentaires et de boissons"
7516,10.0,"DE: Tabakaufbereiter und Tabakwarenmacher
FR: Métiers qualifiés de la préparation du tabac et de la fabrication des produits du tabac"
7520,32.0,"DE: Holzbearbeiter, Möbeltischler und verwandte Berufe
FR: Métiers qualifiés du traitement du bois, ébénistes et assimilés"
7521,27.0,"DE: Holztrockner und -konservierer
FR: Métiers qualifiés du traitement du bois"
7522,34.0,"DE: Möbeltischler und verwandte Berufe
FR: Ébénistes, menuisiers et assimilés"
7523,21.0,"DE: Einrichter und Bediener von Holzbearbeitungsmaschinen
FR: Régleurs et conducteurs de machines à bois"
7530,25.0,"DE: Berufe der Bekleidungsherstellung und verwandte Berufe
FR: Métiers qualifiés de l’habillement et assimilés"
7531,24.0,"DE: Herren- und Damenschneider, Kürschner und Hutmacher
FR: Tailleurs, couturiers, fourreurs, modistes et chapeliers"
7532,27.0,"DE: Schnittmustermacher und Zuschneider
FR: Métiers qualifiés de la coupe de vêtements et assimilés"
7533,24.0,"DE: Näher, Sticker und verwandte Berufe
FR: Couseurs, brodeurs et assimilés"
7534,29.0,"DE: Polsterer und verwandte Berufe
FR: Tapissiers et assimilés"
7535,30.0,"DE: Pelzveredler, Gerber und Fellzurichter
FR: Tanneurs, peaussiers et mégissiers"
7536,27.0,"DE: Schuhmacher und verwandte Berufe
FR: Cordonniers et assimilés"
7540,32.0,"DE: Sonstige Handwerks- und verwandte Berufe
FR: Autres métiers qualifiés de l’industrie et de l’artisanat"
7541,32.0,"DE: Taucher
FR: Scaphandriers et plongeurs"
7542,49.0,"DE: Sprengmeister und Sprengbeauftragte
FR: Boutefeux"
7543,32.0,"DE: Produkttester und -klassierer (ohne Nahrungsmittel und Getränke)
FR: Classeurs et essayeurs de produits (à l’exception des aliments et des boissons)"
7544,32.0,"DE: Kammerjäger und andere Schädlingsbekämpfungsberufe
FR: Fumigateurs et préposés au contrôle de la vermine et des mauvaises herbes"
7549,32.0,"DE: Handwerks- und verwandte Berufe, anderweitig nicht genannt
FR: Métiers qualifiés de l’industrie et de l’artisanat non classés ailleurs"
8000,32.0,"DE: Bediener von Anlagen und Maschinen und Montageberufe
FR: Conducteurs d’installations et de machines, et ouvriers de l’assemblage"
8100,29.0,"DE: Bediener stationärer Anlagen und Maschinen
FR: Conducteurs de machines et d’installations fixes"
8110,39.0,"DE: Bediener von Anlagen für den Bergbau und die Mineralaufbereitung
FR: Conducteurs d’installations d’exploitation minière et d’extraction des minéraux"
8111,40.0,"DE: Bergleute und Grubenarbeiter
FR: Mineurs et conducteurs d’installations de mine"
8112,39.0,"DE: Bediener von Mineral- und Gesteinsaufbereitungsanlagen
FR: Conducteurs d’installations de préparation des minerais et de la roche"
8113,46.0,"DE: Tiefbohrer und verwandte Berufe
FR: Foreurs, sondeurs de puits et assimilés"
8114,33.0,"DE: Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien
FR: Conducteurs de machines à fabriquer du ciment, de la pierre et d’autres produits minéraux"
8120,33.0,"DE: Bediener von Anlagen in der Metallerzeugung, -umformung und -veredlung
FR: Conducteurs d’installations de transformation et de traitement superficiel des métaux"
8121,35.0,"DE: Bediener von Anlagen in der Metallerzeugung und -umformung
FR: Conducteurs d’installations de transformation et de traitement des métaux"
8122,31.0,"DE: Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen
FR: Conducteurs d’installations de traitement superficiel des métaux"
8130,35.0,"DE: Bediener von Anlagen und Maschinen für chemische und fotografische Erzeugnisse
FR: Conducteurs d’installations et de machines pour la fabrication des produits chimiques et photographiques"
8131,35.0,"DE: Bediener von Anlagen und Maschinen für chemische Erzeugnisse
FR: Conducteurs d’installations et de machines de traitement chimique"
8132,34.0,"DE: Bediener von Anlagen für fotografische Erzeugnisse
FR: Conducteurs de machines pour la fabrication des produits photographiques"
8140,31.0,"DE: Bediener von Maschinen zur Herstellung von Gummi-, Kunststoff- und Papierwaren
FR: Conducteurs de machines pour la fabrication de produits en caoutchouc, en matières plastiques et en papeterie"
8141,29.0,"DE: Bediener von Maschinen zur Herstellung von Gummiwaren
FR: Conducteurs de machines pour la fabrication des produits en caoutchouc"
8142,31.0,"DE: Bediener von Maschinen zur Herstellung von Kunststoffwaren
FR: Conducteurs de machines pour la fabrication de produits en matières plastiques"
8143,36.0,"DE: Bediener von Maschinen zur Herstellung von Papierwaren
FR: Conducteurs de machines de papeterie"
8150,21.0,"DE: Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren
FR: Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir"
8151,27.0,"DE: Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen
FR: Conducteurs de machines à préparer les fibres, à filer et à bobiner"
8152,20.0,"DE: Bediener von Web-, Strick- und Wirkmaschinen
FR: Conducteurs de métiers mécaniques à tisser et à tricoter"
